interaction_id,guest_id,venue_id,interaction_date,interaction_type,category,note,captured_by
I-000249,G-103627,V-010,2024-03-02,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000250,G-103290,V-003,2024-11-23,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000251,G-100382,V-024,2025-08-28,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000252,G-100195,V-017,2026-01-09,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000253,G-102473,V-024,2024-07-13,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000254,G-101266,V-020,2025-12-06,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000255,G-102158,V-015,2025-11-18,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000256,G-103058,V-025,2025-03-02,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000257,G-103732,V-014,2025-05-30,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000258,G-100125,V-003,2024-04-06,Preference noted,Dietary,Allergic to truffle.,Chef
I-000259,G-104085,V-016,2026-01-21,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000260,G-104573,V-011,2025-03-09,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000261,G-102443,V-015,2024-04-07,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000262,G-100658,V-009,2024-12-09,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000263,G-101135,V-006,2025-11-29,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000264,G-101768,V-011,2025-04-01,Preference noted,Dietary,Allergic to truffle.,Chef
I-000265,G-101975,V-027,2026-04-25,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000266,G-101885,V-017,2024-12-20,Preference noted,Dietary,Allergic to truffle.,Chef
I-000267,G-102066,V-017,2025-07-16,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000268,G-102225,V-028,2025-08-04,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000269,G-100796,V-021,2025-07-19,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000270,G-102447,V-005,2024-11-23,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000271,G-103223,V-027,2025-12-04,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000272,G-100636,V-027,2025-08-08,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000273,G-101839,V-027,2025-08-06,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000274,G-102374,V-026,2025-03-27,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000275,G-101992,V-005,2024-10-19,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000276,G-103625,V-005,2025-03-24,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000277,G-103120,V-013,2025-05-16,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000278,G-103180,V-009,2025-03-17,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000279,G-103507,V-022,2024-06-26,Preference noted,Dietary,Allergic to truffle.,Chef
I-000280,G-104016,V-007,2025-11-02,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000281,G-103727,V-004,2025-04-01,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000282,G-104168,V-009,2026-04-23,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000283,G-102386,V-003,2025-01-29,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000284,G-103493,V-030,2026-01-17,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000285,G-101151,V-028,2025-07-24,Preference noted,Dietary,Allergic to truffle.,Chef
I-000286,G-103514,V-007,2025-06-19,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000287,G-103292,V-008,2024-08-09,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000288,G-104869,V-022,2024-02-21,Preference noted,Dietary,Allergic to truffle.,Chef
I-000289,G-104543,V-001,2025-04-21,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000290,G-103330,V-006,2026-02-17,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000291,G-103008,V-014,2025-09-26,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000292,G-101869,V-004,2025-03-07,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000293,G-103084,V-016,2024-11-17,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000294,G-100995,V-023,2025-05-10,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000295,G-102737,V-011,2024-05-22,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000296,G-100397,V-007,2025-04-27,Preference noted,Dietary,Allergic to truffle.,Chef
I-000297,G-103630,V-015,2024-04-19,Preference noted,Dietary,Allergic to truffle.,Chef
I-000298,G-100111,V-013,2024-12-07,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000299,G-101513,V-006,2025-01-16,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000300,G-104249,V-007,2025-03-11,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000301,G-102066,V-025,2024-05-04,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000302,G-100008,V-019,2024-12-24,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000303,G-104718,V-013,2024-05-18,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000304,G-102140,V-001,2026-03-05,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000305,G-104299,V-012,2024-08-05,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000306,G-104135,V-017,2025-04-06,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000307,G-104747,V-026,2025-09-21,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000308,G-100039,V-022,2024-08-06,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000309,G-101868,V-011,2025-07-22,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000310,G-103239,V-013,2025-02-26,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000311,G-101610,V-002,2025-07-23,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000312,G-100859,V-005,2025-08-23,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000313,G-104857,V-019,2026-01-06,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000314,G-101630,V-018,2026-04-03,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000315,G-104310,V-020,2024-09-28,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000316,G-101392,V-015,2025-01-27,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000317,G-102334,V-021,2024-10-18,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000318,G-101162,V-014,2025-01-27,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000319,G-101320,V-009,2024-11-19,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000320,G-100421,V-028,2024-05-30,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000321,G-100363,V-022,2025-04-24,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000322,G-101296,V-007,2026-04-11,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000323,G-100058,V-027,2026-04-05,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000324,G-103217,V-027,2025-01-10,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000325,G-102922,V-006,2025-12-02,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000326,G-102164,V-008,2024-07-27,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000327,G-100534,V-008,2024-06-11,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000328,G-103982,V-027,2024-06-30,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000329,G-101802,V-015,2025-03-12,Preference noted,Dietary,Allergic to truffle.,Chef
I-000330,G-104343,V-028,2026-02-22,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000331,G-100809,V-004,2025-03-17,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000332,G-102156,V-011,2025-01-28,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000333,G-100581,V-014,2024-07-07,Preference noted,Dietary,Allergic to truffle.,Chef
I-000334,G-102705,V-025,2026-04-09,Preference noted,Dietary,Allergic to truffle.,Chef
I-000335,G-101983,V-002,2025-04-13,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000336,G-104579,V-002,2025-12-19,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000337,G-102093,V-017,2025-01-08,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000338,G-101351,V-027,2026-02-01,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000339,G-101577,V-017,2025-11-22,Preference noted,Dietary,Allergic to truffle.,Chef
I-000340,G-101390,V-023,2025-12-17,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000341,G-103003,V-016,2025-01-28,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000342,G-103792,V-025,2024-10-25,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000343,G-103856,V-021,2024-05-24,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000344,G-102798,V-019,2025-04-13,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000345,G-102052,V-010,2025-12-17,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000346,G-104402,V-006,2024-07-30,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000347,G-102636,V-015,2025-11-29,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000348,G-103273,V-005,2024-07-02,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000349,G-104518,V-013,2026-02-25,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000350,G-102437,V-026,2024-12-19,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000351,G-102301,V-008,2026-01-18,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000352,G-100612,V-013,2024-04-13,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000353,G-103207,V-004,2025-07-26,Preference noted,Dietary,Allergic to truffle.,Chef
I-000354,G-101915,V-015,2024-12-14,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000355,G-103076,V-010,2026-03-11,Preference noted,Dietary,Allergic to truffle.,Chef
I-000356,G-101667,V-002,2024-05-31,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000357,G-101869,V-009,2025-03-27,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000358,G-102593,V-001,2024-11-05,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000359,G-102147,V-007,2024-03-04,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000360,G-102046,V-028,2026-04-20,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000361,G-102803,V-018,2024-11-14,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000362,G-101636,V-028,2024-11-14,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000363,G-102558,V-014,2025-09-26,Preference noted,Dietary,Allergic to truffle.,Chef
I-000364,G-104147,V-017,2025-04-15,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000365,G-104782,V-014,2024-10-20,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000366,G-102685,V-010,2025-06-30,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000367,G-103522,V-021,2024-12-20,Preference noted,Dietary,Allergic to truffle.,Chef
I-000368,G-100629,V-021,2024-02-28,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000369,G-103309,V-015,2026-04-25,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000370,G-100777,V-017,2026-03-14,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000371,G-102327,V-006,2025-09-01,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000372,G-103490,V-010,2026-01-29,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000373,G-103148,V-014,2024-08-25,Preference noted,Dietary,Allergic to truffle.,Chef
I-000374,G-104609,V-029,2025-05-23,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000375,G-103214,V-027,2024-03-07,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000376,G-100480,V-021,2024-12-14,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000377,G-103063,V-011,2024-08-31,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000378,G-103413,V-013,2025-03-26,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000379,G-100421,V-018,2025-05-13,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000380,G-104600,V-009,2024-04-22,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000381,G-101333,V-025,2025-08-03,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000382,G-100341,V-007,2024-08-18,Preference noted,Dietary,Allergic to truffle.,Chef
I-000383,G-103541,V-026,2025-09-29,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000384,G-103863,V-029,2025-10-26,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000385,G-104567,V-008,2026-02-03,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000386,G-104794,V-028,2024-05-24,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000387,G-103679,V-006,2025-12-18,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000388,G-104289,V-009,2025-04-03,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000389,G-101726,V-001,2025-06-11,Preference noted,Dietary,Allergic to truffle.,Chef
I-000390,G-102470,V-019,2024-08-14,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000391,G-101949,V-022,2025-10-21,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000392,G-103609,V-019,2025-11-10,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000393,G-100722,V-018,2025-05-31,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000394,G-104291,V-009,2026-02-09,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000395,G-101379,V-023,2024-07-18,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
