guest_id,nationality,home_city,home_country,guest_tier,first_seen_date,first_seen_brand,dietary_flags,preferred_language,lifetime_spend_aed,total_visits,brands_visited_count,last_visit_date,acquisition_channel,event_host_count,consent_status
G-100214,UAE,Dubai,UAE,Diamond,2024-09-05,Em Sherif,"halal,gluten-free",AR,2334732,1018,3,2025-06-19,Direct,0,Partial
G-100215,UAE,Abu Dhabi,UAE,Gold,2025-07-21,Nammos,,AR,115515,47,3,2026-02-10,Concierge,0,Partial
G-100216,UAE,Dubai,UAE,Gold,2024-10-26,Em Sherif,,AR,76887,34,1,2025-06-02,Hotel partner,0,Full
G-100217,France,Paris,France,Standard,2025-06-22,Em Sherif,,FR,10660,4,1,2025-11-21,Hotel partner,0,Full
G-100218,France,Paris,France,Standard,2024-10-13,Nammos,,FR,12412,5,1,2025-04-27,Direct,0,Partial
G-100219,Lebanon,Beirut,Lebanon,Gold,2025-01-12,Em Sherif,halal,AR,39248,20,1,2026-01-14,Concierge,0,Full
G-100220,Saudi Arabia,Riyadh,Saudi Arabia,Gold,2024-12-22,Nammos,vegetarian,AR,133042,109,1,2026-04-05,Direct,0,None
G-100221,Italy,Milan,Italy,Platinum,2025-07-10,Nammos,,IT,420566,178,3,2026-03-06,Digital,1,Full
G-100222,UAE,Sharjah,UAE,Diamond,2025-06-16,Nammos,"halal,gluten-free",AR,4348355,2522,3,2026-01-05,Direct,1,Full
G-100223,USA,Los Angeles,USA,Standard,2024-11-23,CE LA VI,,EN,17303,6,3,2026-03-07,Direct,0,None
G-100224,USA,Miami,USA,Standard,2026-04-15,Em Sherif,gluten-free,EN,25772,10,2,2026-04-24,Direct,0,Full
G-100225,UK,London,UK,Standard,2026-02-02,Nammos,vegan,EN,25674,13,1,2026-02-26,Hotel partner,0,Full
G-100226,USA,Miami,USA,Platinum,2025-04-18,Nammos,,EN,776741,491,2,2026-02-24,Hotel partner,2,Partial
G-100227,Kuwait,Kuwait City,Kuwait,Diamond,2024-11-28,Nammos,,AR,1243762,648,3,2026-01-20,Concierge,1,Partial
G-100228,UK,London,UK,Gold,2025-01-18,Em Sherif,,EN,55802,21,2,2026-03-12,Concierge,0,None
G-100229,UAE,Abu Dhabi,UAE,Diamond,2025-07-18,Em Sherif,,AR,3941929,2464,4,2026-02-03,Direct,0,Full
G-100230,India,Mumbai,India,Gold,2025-03-10,Em Sherif,,EN,99878,61,2,2025-08-31,Digital,1,Full
G-100231,UK,London,UK,Standard,2025-12-04,AlphaMind,,EN,3417,1,2,2026-03-14,Concierge,0,Partial
G-100232,UK,Manchester,UK,Gold,2025-09-17,AlphaMind,,EN,34157,15,1,2026-03-19,Concierge,0,Full
G-100233,UAE,Abu Dhabi,UAE,Standard,2024-11-05,Nammos,,AR,29834,14,1,2026-04-14,Hotel partner,0,Full
G-100234,UK,Manchester,UK,Standard,2025-09-21,Nammos,,EN,18719,15,1,2025-12-20,Referral,0,Full
G-100235,UK,Manchester,UK,Standard,2025-12-18,Em Sherif,halal,EN,9462,3,4,2026-01-21,Digital,0,Full
G-100236,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-11-04,Em Sherif,,AR,24573,10,2,2025-12-22,Hotel partner,0,Full
G-100237,Italy,Milan,Italy,Standard,2024-08-13,Em Sherif,,IT,10653,5,1,2026-03-19,Direct,0,Full
G-100238,UK,London,UK,Standard,2025-08-19,Nammos,,EN,24467,9,1,2026-04-10,Hotel partner,0,Full
G-100239,UAE,Dubai,UAE,Standard,2025-08-03,AlphaMind,gluten-free,AR,13076,9,2,2026-03-05,Direct,0,Full
G-100240,Italy,Rome,Italy,Standard,2025-01-26,AlphaMind,,IT,24035,15,1,2025-11-08,Direct,0,Full
G-100241,France,Paris,France,Standard,2025-04-15,CE LA VI,,FR,23583,11,1,2026-03-12,Referral,0,Full
G-100242,USA,Miami,USA,Diamond,2024-12-18,Nammos,,EN,4925994,3354,3,2025-05-31,Referral,2,Partial
G-100243,UK,Manchester,UK,Standard,2024-11-14,CE LA VI,,EN,3348,1,1,2025-12-14,Concierge,0,Full
G-100244,Lebanon,Beirut,Lebanon,Standard,2024-09-01,Em Sherif,,AR,21240,14,1,2026-03-25,Direct,0,Partial
G-100245,Kuwait,Kuwait City,Kuwait,Standard,2024-12-28,Em Sherif,,AR,27147,20,1,2025-10-26,Concierge,0,Full
G-100246,UAE,Sharjah,UAE,Platinum,2025-12-17,Nammos,,AR,273489,118,2,2026-02-18,Direct,0,Full
G-100247,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2026-01-22,Nammos,,AR,4453,1,1,2026-03-14,Direct,0,Full
G-100248,Saudi Arabia,Jeddah,Saudi Arabia,Gold,2024-11-16,Em Sherif,vegan,AR,137385,84,1,2025-09-21,Concierge,0,Full
G-100249,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2025-09-22,Nammos,,AR,23062,10,1,2026-04-08,Concierge,0,Full
G-100250,Germany,Berlin,Germany,Standard,2025-07-11,Em Sherif,,DE,26273,13,2,2025-10-15,Direct,0,Full
G-100251,Lebanon,Beirut,Lebanon,Gold,2025-02-06,Em Sherif,,AR,44433,18,3,2026-03-08,Referral,0,None
G-100252,UAE,Abu Dhabi,UAE,Gold,2024-10-13,Nammos,,AR,101405,59,1,2025-07-28,Concierge,0,Full
G-100253,USA,Los Angeles,USA,Diamond,2025-01-21,Em Sherif,,EN,4083079,2958,3,2026-03-12,Digital,0,Full
G-100254,UAE,Dubai,UAE,Standard,2025-05-07,Nammos,,AR,13504,7,1,2026-01-09,Direct,0,Full
G-100255,Qatar,Doha,Qatar,Standard,2025-07-22,CE LA VI,,AR,21334,16,1,2026-02-01,Concierge,0,Full
G-100256,Bahrain,Manama,Bahrain,Standard,2025-02-01,AlphaMind,,AR,8382,4,2,2025-09-12,Direct,0,Partial
G-100257,France,Cannes,France,Gold,2024-10-12,CE LA VI,,FR,121139,46,1,2025-06-03,Direct,0,Full
G-100258,UK,London,UK,Standard,2025-11-06,CE LA VI,halal,EN,7620,5,1,2026-04-18,Concierge,0,Full
G-100259,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-12-03,Nammos,gluten-free,AR,12429,5,1,2026-04-03,Concierge,0,None
G-100260,Bahrain,Manama,Bahrain,Standard,2025-12-25,Nammos,gluten-free,AR,3390,1,1,2026-02-16,Direct,0,Full
G-100261,Saudi Arabia,Riyadh,Saudi Arabia,Platinum,2024-11-20,CE LA VI,,AR,155783,58,1,2025-09-20,Direct,0,Full
G-100262,India,Delhi,India,Gold,2024-07-27,CE LA VI,halal,EN,85079,54,2,2026-01-03,Concierge,0,Partial
G-100263,UAE,Sharjah,UAE,Gold,2025-04-02,Nammos,vegan,AR,112129,56,2,2026-02-05,Direct,0,Full
G-100264,USA,Miami,USA,Standard,2024-07-22,CE LA VI,,EN,24466,11,1,2025-07-26,Hotel partner,0,Partial
G-100265,USA,Los Angeles,USA,Standard,2026-02-11,CE LA VI,,EN,18017,11,1,2026-03-16,Concierge,0,Full
G-100266,Russia,Saint Petersburg,Russia,Standard,2024-08-18,Nammos,,RU,4732,3,2,2026-01-22,Referral,0,Partial
G-100267,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2024-08-24,Nammos,,AR,26831,14,1,2025-09-15,Direct,0,Full
G-100268,UAE,Sharjah,UAE,Diamond,2024-08-03,Em Sherif,,AR,4443490,2454,3,2026-01-06,Direct,2,Full
G-100269,UK,Manchester,UK,Platinum,2026-01-01,Nammos,,EN,791316,465,2,2026-04-17,Referral,0,Full
G-100270,USA,New York,USA,Platinum,2025-03-20,Em Sherif,,EN,412205,150,2,2026-01-22,Direct,1,Full
G-100271,Kuwait,Kuwait City,Kuwait,Standard,2025-10-12,CE LA VI,,AR,10738,7,1,2026-02-20,Direct,0,Full
G-100272,UAE,Abu Dhabi,UAE,Standard,2025-07-03,Em Sherif,,AR,5746,2,1,2026-01-24,Direct,0,Partial
G-100273,Lebanon,Beirut,Lebanon,Standard,2025-10-19,Nammos,,AR,16129,11,1,2026-01-23,Concierge,0,Partial
G-100274,USA,Miami,USA,Platinum,2025-12-13,CE LA VI,,EN,181352,130,1,2026-03-15,Direct,1,Partial
G-100275,France,Paris,France,Standard,2025-09-22,Em Sherif,,FR,5840,2,1,2026-04-05,Direct,0,Partial
G-100276,UAE,Dubai,UAE,Standard,2024-10-04,AlphaMind,,AR,12021,6,1,2026-03-01,Digital,0,Full
G-100277,France,Nice,France,Standard,2024-07-13,CE LA VI,,FR,20732,14,1,2026-03-18,Hotel partner,0,Full
G-100278,UAE,Abu Dhabi,UAE,Standard,2025-09-24,Nammos,,AR,24768,9,1,2025-12-12,Hotel partner,0,Full
G-100279,UK,London,UK,Diamond,2024-09-14,Em Sherif,,EN,1516151,855,2,2025-11-23,Direct,0,None
G-100280,India,Mumbai,India,Standard,2024-09-30,Em Sherif,,EN,15390,8,1,2025-04-08,Direct,0,Full
G-100281,France,Paris,France,Platinum,2025-04-18,Nammos,,FR,547360,223,3,2025-12-01,Hotel partner,0,None
G-100282,Lebanon,Beirut,Lebanon,Standard,2026-01-31,Nammos,vegetarian,AR,10798,4,1,2026-03-14,Concierge,0,Partial
G-100283,USA,Miami,USA,Standard,2025-03-18,Nammos,gluten-free,EN,22346,11,1,2025-11-02,Direct,0,Partial
G-100284,India,Bangalore,India,Gold,2024-09-17,CE LA VI,,EN,134329,101,1,2025-11-02,Direct,0,None
G-100285,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2024-11-01,Nammos,,AR,25984,13,1,2026-03-15,Hotel partner,0,Full
G-100286,UAE,Abu Dhabi,UAE,Standard,2024-11-10,AlphaMind,,AR,19851,7,1,2025-10-22,Concierge,0,Partial
G-100287,Bahrain,Manama,Bahrain,Gold,2024-11-30,Em Sherif,halal,AR,115998,65,2,2025-12-07,Direct,0,Partial
G-100288,UK,Manchester,UK,Gold,2024-07-25,Em Sherif,,EN,128620,53,1,2025-11-22,Direct,0,Full
G-100289,India,Mumbai,India,Standard,2025-12-13,Nammos,,EN,27945,11,2,2026-03-02,Concierge,0,Partial
G-100290,USA,Miami,USA,Standard,2026-01-28,AlphaMind,,EN,25486,12,1,2026-03-23,Direct,0,None
G-100291,USA,Miami,USA,Standard,2025-03-26,Nammos,halal,EN,26678,14,1,2025-11-23,Direct,0,Partial
G-100292,UK,Manchester,UK,Gold,2025-07-14,CE LA VI,vegan,EN,119811,71,1,2025-12-12,Digital,0,Partial
G-100293,USA,New York,USA,Standard,2024-06-23,Nammos,,EN,21891,7,2,2026-02-14,Hotel partner,0,Full
G-100294,France,Nice,France,Standard,2025-01-14,Em Sherif,,FR,27028,13,1,2025-06-23,Direct,0,Full
G-100295,UAE,Abu Dhabi,UAE,Gold,2024-12-14,Nammos,,AR,64393,40,1,2025-06-28,Referral,0,Full
G-100296,UAE,Abu Dhabi,UAE,Standard,2024-08-31,CE LA VI,,AR,17715,11,2,2025-06-03,Direct,0,Partial
G-100297,France,Nice,France,Standard,2025-09-02,Em Sherif,,FR,2363,1,3,2026-01-19,Referral,0,Partial
G-100298,India,Bangalore,India,Standard,2025-05-01,Em Sherif,halal,EN,23732,8,1,2026-02-19,Hotel partner,0,Full
G-100299,Saudi Arabia,Riyadh,Saudi Arabia,Platinum,2025-09-17,Nammos,halal,AR,254603,99,1,2026-04-25,Direct,0,None
G-100300,Singapore,Singapore,Singapore,Standard,2025-09-07,CE LA VI,halal,EN,17404,13,1,2026-01-05,Digital,0,Full
G-100301,UK,London,UK,Gold,2025-10-14,Nammos,,EN,69826,39,1,2026-03-26,Digital,0,Full
G-100302,India,Bangalore,India,Standard,2024-07-16,Em Sherif,,EN,19391,7,1,2025-07-11,Digital,0,Full
G-100303,Italy,Rome,Italy,Diamond,2025-05-18,CE LA VI,,IT,2960098,1469,2,2026-01-12,Direct,1,Full
G-100304,UAE,Sharjah,UAE,Gold,2025-03-11,Nammos,,AR,112248,44,1,2026-03-04,Hotel partner,0,None
G-100305,UK,London,UK,Standard,2025-08-23,Nammos,halal,EN,3519,1,1,2026-01-27,Direct,0,Full
G-100306,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-07-26,Nammos,,AR,2165,1,1,2026-04-08,Direct,0,Partial
G-100307,India,Delhi,India,Standard,2025-09-07,Nammos,vegetarian,EN,23427,12,1,2026-02-26,Concierge,0,Partial
G-100308,USA,New York,USA,Standard,2025-09-10,Em Sherif,halal,EN,10345,3,2,2025-10-21,Hotel partner,0,None
G-100309,Italy,Milan,Italy,Gold,2026-04-01,Em Sherif,,IT,94458,34,1,2026-04-15,Direct,0,None
G-100310,UK,London,UK,Standard,2025-10-26,Nammos,,EN,24390,9,1,2026-01-01,Digital,0,None
G-100311,UK,London,UK,Gold,2025-01-02,Em Sherif,,EN,69702,49,1,2025-10-05,Digital,0,Full
G-100312,Kuwait,Kuwait City,Kuwait,Standard,2025-11-17,Em Sherif,,AR,24615,9,1,2026-04-03,Referral,0,Full
G-100313,France,Cannes,France,Platinum,2024-12-28,CE LA VI,,FR,450851,254,2,2026-01-27,Hotel partner,0,Full
G-100314,India,Mumbai,India,Standard,2025-03-13,CE LA VI,vegetarian,EN,26978,10,1,2025-11-10,Concierge,0,Partial
G-100315,Russia,Moscow,Russia,Standard,2023-12-12,Em Sherif,vegetarian,RU,23705,13,1,2026-01-05,Hotel partner,0,Partial
G-100316,Qatar,Doha,Qatar,Standard,2026-03-19,Nammos,,AR,28992,10,1,2026-04-02,Direct,0,Partial
G-100317,UAE,Sharjah,UAE,Standard,2024-12-25,Em Sherif,pescatarian,AR,12046,7,1,2025-12-02,Concierge,0,Full
G-100318,UAE,Dubai,UAE,Gold,2024-06-28,AlphaMind,,AR,34788,15,2,2026-03-13,Direct,0,Partial
G-100319,Russia,Moscow,Russia,Standard,2024-07-24,Nammos,,RU,9044,3,1,2026-02-01,Referral,0,Full
G-100320,Bahrain,Manama,Bahrain,Standard,2025-06-30,Nammos,vegetarian,AR,16407,9,1,2026-03-24,Hotel partner,0,Full
G-100321,India,Bangalore,India,Standard,2025-06-07,Em Sherif,,EN,7899,5,2,2025-10-13,Direct,0,Full
G-100322,USA,New York,USA,Standard,2025-11-20,Nammos,,EN,27828,13,1,2026-03-13,Hotel partner,0,None
G-100323,Lebanon,Beirut,Lebanon,Standard,2025-06-13,Em Sherif,pescatarian,AR,8142,4,1,2026-03-24,Referral,0,Full
G-100324,USA,Miami,USA,Gold,2025-06-22,Em Sherif,,EN,57577,31,2,2026-03-31,Concierge,0,None
G-100325,UK,London,UK,Standard,2025-03-30,CE LA VI,,EN,16880,7,1,2026-03-29,Digital,0,Partial
G-100326,USA,New York,USA,Gold,2025-05-15,Nammos,vegetarian,EN,35212,17,2,2026-03-06,Concierge,0,Partial
G-100327,USA,Miami,USA,Gold,2025-07-07,Nammos,vegetarian,EN,121903,45,2,2026-04-04,Direct,0,Full
G-100328,UAE,Sharjah,UAE,Gold,2026-03-27,Em Sherif,halal,AR,112532,65,1,2026-04-12,Direct,0,Partial
G-100329,India,Delhi,India,Standard,2025-07-22,Nammos,,EN,17458,8,1,2026-03-22,Concierge,0,Full
G-100330,Germany,Munich,Germany,Gold,2024-09-01,Nammos,halal,DE,57572,23,1,2025-01-13,Referral,0,Full
G-100331,India,Bangalore,India,Platinum,2024-04-11,Nammos,,EN,209207,146,2,2024-10-29,Direct,0,Full
G-100332,UAE,Dubai,UAE,Platinum,2025-02-21,Nammos,halal,AR,776294,600,3,2025-09-09,Referral,1,Full
G-100333,Singapore,Singapore,Singapore,Gold,2025-01-22,Em Sherif,,EN,110882,62,2,2025-10-13,Direct,0,Full
G-100334,UK,Manchester,UK,Platinum,2025-01-19,AlphaMind,,EN,507235,214,1,2025-11-15,Referral,0,Full
G-100335,Saudi Arabia,Riyadh,Saudi Arabia,Diamond,2025-11-05,Em Sherif,,AR,3146248,1569,1,2026-03-17,Concierge,1,Full
G-100336,India,Delhi,India,Platinum,2024-11-28,CE LA VI,,EN,774805,400,3,2025-12-03,Direct,0,Full
G-100337,UAE,Sharjah,UAE,Standard,2024-11-02,Nammos,halal,AR,11886,5,1,2025-08-19,Direct,0,Full
G-100338,UK,Manchester,UK,Platinum,2025-08-13,AlphaMind,,EN,324899,119,3,2025-12-30,Direct,0,Full
G-100339,France,Nice,France,Standard,2025-03-18,Nammos,,FR,4987,1,1,2025-10-29,Hotel partner,0,Partial
G-100340,Russia,Moscow,Russia,Standard,2024-07-24,AlphaMind,gluten-free,RU,18086,11,1,2026-02-15,Concierge,0,Partial
G-100341,UK,London,UK,Gold,2025-05-04,Em Sherif,,EN,77246,33,2,2026-03-15,Concierge,0,Partial
G-100342,France,Paris,France,Gold,2025-08-09,CE LA VI,,FR,52458,32,1,2026-03-11,Direct,0,Full
G-100343,UK,Manchester,UK,Standard,2025-09-17,Nammos,halal,EN,5671,2,1,2026-03-21,Direct,0,Full
G-100344,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2024-12-23,Em Sherif,gluten-free,AR,2272,1,1,2026-03-14,Hotel partner,0,None
G-100345,USA,Los Angeles,USA,Standard,2025-04-18,Nammos,halal,EN,21335,16,1,2025-09-22,Hotel partner,0,Full
G-100346,UK,Manchester,UK,Standard,2024-10-24,Nammos,,EN,13529,7,1,2025-08-25,Concierge,0,Full
G-100347,USA,Miami,USA,Gold,2025-02-09,Em Sherif,,EN,118383,45,2,2026-01-14,Direct,0,Partial
G-100348,UAE,Abu Dhabi,UAE,Standard,2024-07-12,Nammos,,AR,11621,6,1,2025-07-26,Hotel partner,0,Partial
G-100349,UK,Manchester,UK,Platinum,2025-05-16,Em Sherif,halal,EN,258756,100,3,2026-03-26,Hotel partner,1,Partial
G-100350,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-04-30,Nammos,,AR,13116,5,1,2026-04-01,Direct,0,Full
G-100351,USA,Los Angeles,USA,Standard,2025-03-13,Nammos,,EN,25478,20,1,2025-10-31,Direct,0,None
G-100352,UK,Manchester,UK,Standard,2025-05-05,Em Sherif,,EN,14783,6,1,2025-09-04,Hotel partner,0,Full
G-100353,USA,Los Angeles,USA,Gold,2025-09-04,Nammos,,EN,48686,40,1,2026-02-06,Direct,0,Full
G-100354,USA,Miami,USA,Platinum,2026-03-22,Nammos,vegetarian,EN,340399,216,3,2026-04-29,Concierge,1,Full
G-100355,UAE,Sharjah,UAE,Platinum,2026-01-02,Em Sherif,,AR,485796,195,2,2026-03-08,Hotel partner,0,Full
G-100356,USA,Los Angeles,USA,Platinum,2025-09-12,Em Sherif,,EN,551524,337,2,2026-01-23,Concierge,1,Full
G-100357,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2026-03-24,Nammos,,AR,2412,1,1,2026-04-10,Concierge,0,Partial
G-100358,UK,London,UK,Standard,2026-01-21,CE LA VI,,EN,3998,2,2,2026-04-07,Referral,0,Partial
G-100359,India,Mumbai,India,Gold,2024-03-18,Nammos,vegan,EN,149344,98,2,2025-04-13,Direct,0,Partial
G-100360,UK,Manchester,UK,Standard,2024-12-19,Em Sherif,pescatarian,EN,5419,2,1,2026-01-28,Direct,0,Full
G-100361,France,Paris,France,Platinum,2024-11-07,Em Sherif,,FR,407275,256,1,2025-02-08,Hotel partner,0,Partial
G-100362,UAE,Dubai,UAE,Standard,2025-08-20,AlphaMind,,AR,23267,17,1,2026-02-28,Concierge,0,Full
G-100363,UAE,Abu Dhabi,UAE,Gold,2024-12-09,CE LA VI,,AR,82646,54,4,2025-09-10,Referral,0,Full
G-100364,UK,Manchester,UK,Standard,2025-04-19,Em Sherif,,EN,11063,5,1,2025-08-29,Referral,0,Full
G-100365,UAE,Sharjah,UAE,Standard,2025-08-06,Nammos,,AR,19864,10,1,2026-03-22,Referral,0,Full
G-100366,Russia,Moscow,Russia,Standard,2024-10-16,Nammos,,RU,21130,8,1,2026-03-03,Concierge,0,Full
G-100367,Kuwait,Kuwait City,Kuwait,Standard,2025-11-30,CE LA VI,,AR,7658,3,1,2026-04-10,Referral,0,Full
G-100368,USA,Miami,USA,Platinum,2025-10-14,CE LA VI,,EN,158505,59,1,2026-01-30,Concierge,0,Partial
G-100369,USA,Los Angeles,USA,Platinum,2025-08-05,CE LA VI,,EN,685367,421,3,2026-04-13,Digital,1,None
G-100370,UAE,Sharjah,UAE,Gold,2025-02-20,Em Sherif,,AR,143700,68,1,2025-11-27,Concierge,0,Partial
G-100371,France,Cannes,France,Platinum,2025-11-02,Nammos,,FR,369383,254,2,2025-11-09,Direct,0,Full
G-100372,Germany,Munich,Germany,Standard,2024-10-09,Nammos,gluten-free,DE,8740,4,1,2025-12-21,Hotel partner,0,Full
G-100373,UK,Manchester,UK,Standard,2024-02-25,Em Sherif,,EN,16493,5,1,2025-12-09,Direct,0,Full
G-100374,India,Mumbai,India,Gold,2024-06-26,Em Sherif,halal,EN,98480,46,3,2026-03-16,Direct,0,Full
G-100375,Lebanon,Beirut,Lebanon,Platinum,2025-07-20,AlphaMind,,AR,627272,266,2,2025-11-20,Concierge,2,Partial
G-100376,Lebanon,Beirut,Lebanon,Gold,2024-11-20,AlphaMind,,AR,70126,26,2,2025-12-10,Referral,0,Full
G-100377,Russia,Moscow,Russia,Gold,2025-05-14,Nammos,,RU,97789,56,1,2025-11-16,Digital,0,Partial
G-100378,Germany,Berlin,Germany,Standard,2025-11-28,Nammos,,DE,18000,14,1,2026-03-16,Concierge,0,Full
G-100379,Russia,Moscow,Russia,Gold,2025-07-23,Em Sherif,halal,RU,97340,34,1,2026-01-23,Concierge,0,Full
G-100380,France,Cannes,France,Standard,2025-08-15,Nammos,,FR,18628,15,1,2026-03-07,Hotel partner,0,None
G-100381,Germany,Munich,Germany,Standard,2025-10-08,Em Sherif,,DE,6367,2,1,2026-04-09,Direct,0,Partial
G-100382,USA,New York,USA,Diamond,2025-01-26,Nammos,gluten-free,EN,2690258,2175,2,2026-02-26,Concierge,0,Full
G-100383,Saudi Arabia,Jeddah,Saudi Arabia,Platinum,2025-02-13,Nammos,,AR,738926,361,4,2026-02-17,Direct,1,Partial
G-100384,UK,London,UK,Standard,2024-07-05,Nammos,,EN,5020,3,1,2025-02-12,Digital,0,Full
G-100385,UK,London,UK,Standard,2025-12-27,Nammos,vegetarian,EN,29070,13,1,2026-02-24,Digital,0,Full
G-100386,Kuwait,Kuwait City,Kuwait,Standard,2025-08-13,Em Sherif,,AR,8613,3,1,2026-02-03,Hotel partner,0,Partial
G-100387,Lebanon,Beirut,Lebanon,Diamond,2025-08-18,Nammos,pescatarian,AR,1376494,581,3,2026-02-01,Hotel partner,0,None
G-100388,UK,London,UK,Standard,2025-06-25,Nammos,,EN,20269,9,1,2025-12-08,Direct,0,Full
G-100389,France,Cannes,France,Standard,2024-11-28,Em Sherif,vegetarian,FR,17815,12,1,2026-03-30,Hotel partner,0,Full
G-100390,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2025-07-13,Nammos,halal,AR,14404,5,2,2025-10-11,Direct,0,None
G-100391,Russia,Moscow,Russia,Standard,2025-03-19,Em Sherif,,RU,19146,8,1,2026-02-27,Direct,0,Full
G-100392,Russia,Moscow,Russia,Standard,2025-08-03,CE LA VI,,RU,15760,11,1,2026-03-21,Referral,0,Full
G-100393,UAE,Abu Dhabi,UAE,Standard,2025-10-22,Nammos,pescatarian,AR,6958,2,1,2026-03-03,Hotel partner,0,Full
G-100394,India,Mumbai,India,Gold,2024-10-11,CE LA VI,,EN,77298,28,2,2025-10-08,Hotel partner,0,Partial
G-100395,UAE,Dubai,UAE,Diamond,2024-01-04,Em Sherif,,AR,2461567,1035,2,2025-07-11,Direct,0,Partial
G-100396,Qatar,Doha,Qatar,Gold,2025-11-09,Nammos,vegetarian,AR,140283,60,2,2025-12-28,Direct,0,Partial
G-100397,UK,London,UK,Platinum,2025-11-26,Nammos,halal,EN,443075,298,3,2026-02-24,Concierge,0,Full
G-100398,Saudi Arabia,Riyadh,Saudi Arabia,Gold,2025-06-24,Nammos,halal,AR,92858,51,1,2025-11-07,Concierge,0,None
G-100399,UK,London,UK,Standard,2025-11-18,CE LA VI,vegetarian,EN,7008,2,1,2026-03-11,Referral,0,Full
G-100400,UK,London,UK,Gold,2025-03-15,Nammos,,EN,85037,33,1,2025-12-09,Direct,1,None
G-100401,USA,Los Angeles,USA,Standard,2026-03-28,AlphaMind,,EN,9787,4,1,2026-04-03,Direct,0,Full
G-100402,UAE,Abu Dhabi,UAE,Standard,2024-09-28,Nammos,,AR,27770,21,2,2025-12-04,Hotel partner,0,Full
G-100403,USA,Miami,USA,Standard,2024-04-07,CE LA VI,,EN,12085,9,1,2025-03-29,Referral,0,Full
G-100404,India,Delhi,India,Standard,2025-12-04,CE LA VI,gluten-free,EN,11217,6,1,2026-04-01,Direct,0,Full
G-100405,USA,Miami,USA,Standard,2025-03-26,CE LA VI,,EN,21790,11,1,2025-08-24,Concierge,0,Full
G-100406,USA,New York,USA,Standard,2025-05-29,CE LA VI,,EN,26742,17,1,2026-02-24,Direct,0,Full
G-100407,UK,London,UK,Standard,2025-07-13,Nammos,halal,EN,11790,4,1,2026-03-16,Hotel partner,0,Partial
G-100408,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2026-03-29,Em Sherif,,AR,11558,4,1,2026-04-07,Direct,0,Full
G-100409,Bahrain,Manama,Bahrain,Standard,2026-02-10,Nammos,vegetarian,AR,6350,3,1,2026-03-06,Concierge,0,None
G-100410,India,Bangalore,India,Standard,2025-02-06,Em Sherif,,EN,2524,1,1,2026-01-27,Referral,0,None
G-100411,UAE,Dubai,UAE,Standard,2025-03-13,CE LA VI,,AR,17987,9,1,2025-11-22,Referral,0,None
G-100412,France,Nice,France,Gold,2024-08-18,Nammos,halal,FR,129534,76,1,2025-10-10,Direct,0,Full
G-100413,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2025-05-28,Nammos,,AR,27861,11,1,2026-01-06,Direct,0,Partial
G-100414,Lebanon,Beirut,Lebanon,Standard,2024-08-31,Nammos,,AR,10707,8,1,2025-04-20,Direct,0,None
G-100415,Lebanon,Beirut,Lebanon,Standard,2025-04-12,Nammos,,AR,26979,15,1,2026-03-10,Direct,0,Full
G-100416,UK,London,UK,Gold,2024-04-24,Em Sherif,,EN,42285,20,1,2025-08-22,Referral,0,None
G-100417,USA,New York,USA,Standard,2025-06-28,Nammos,,EN,15180,6,1,2026-03-31,Concierge,0,Full
G-100418,UAE,Sharjah,UAE,Standard,2025-06-26,Nammos,vegetarian,AR,11305,7,1,2025-11-18,Direct,0,Partial
G-100419,Singapore,Singapore,Singapore,Standard,2025-01-22,Nammos,,EN,10690,4,1,2025-08-27,Digital,0,Full
G-100420,UAE,Sharjah,UAE,Gold,2024-06-29,Nammos,,AR,133294,77,1,2025-10-12,Concierge,0,Full
G-100421,India,Delhi,India,Gold,2025-12-16,CE LA VI,halal,EN,125610,72,1,2026-02-26,Concierge,0,Full
G-100422,UK,London,UK,Platinum,2025-08-19,CE LA VI,,EN,534130,217,3,2026-02-15,Direct,0,Full
G-100423,France,Paris,France,Standard,2025-12-09,Em Sherif,halal,FR,11110,8,2,2026-03-14,Concierge,0,Full
G-100424,USA,Miami,USA,Gold,2025-05-31,Em Sherif,halal,EN,40863,16,2,2025-09-16,Direct,0,Partial
G-100425,UAE,Dubai,UAE,Standard,2025-06-26,Nammos,,AR,26567,15,1,2025-11-07,Digital,0,Partial
G-100426,Singapore,Singapore,Singapore,Standard,2025-05-22,CE LA VI,"vegetarian,gluten-free",EN,25870,19,1,2025-09-03,Direct,0,None
G-100427,USA,Los Angeles,USA,Platinum,2025-07-04,Em Sherif,,EN,556389,237,1,2026-02-10,Direct,0,Full
G-100428,UAE,Sharjah,UAE,Gold,2025-11-16,AlphaMind,,AR,110407,78,3,2026-04-13,Concierge,1,Partial
